SMILES,frequency
[4*]CC(CC)C(=O)[O-],1
[16*]c1ccc(C([O-])=NS(=O)(=O)C(CC)CC)cc1F,1
[15*]C1CC(O)C2C3CCC4=CC(=O)CCC4(C)C3CC(O)C12C,1
[5*][NH+]1CCC2(CC1)C(C#N)=C(N)Oc1n[nH]c(C)c12,1
[16*]c1ccc(N=CC2C(=O)NC(=O)NC2=O)cc1,1
[10*]N1C(=O)NC(=O)C(C=Nc2ccccc2)C1=O,1
[14*]c1cc(S(N)(=O)=O)c(C)o1,1
[5*]N1CC(C)[NH2+]CC12CCCC2,1
[16*]c1cn2ncnc2nc1C,1
[1*]C(=O)CC1=NC(=O)C2=CCSC2=N1,1
[7*]=C(C=O)C1=NC(=O)C2=CCSC2=N1,1
[13*]C1C=C2C(=O)N=C(CC=O)N=C2S1,1
[10*]N1C(=O)CC(N2CCC(=O)N2)C1=O,1
[13*]C1Nc2c(N)cccc2C2CCCC12,1
[16*]c1ccc(C=c2cc3c4n2c2ccc(F)c(F)c2[n+]4CCCC3)cc1,1
[16*]c1c2c3n(c1=Cc1ccccc1)c1ccc(F)c(F)c1[n+]3CCCC2,1
[15*]C1CC(=O)OC12CCOC(C)(C)C2,1
[16*]c1ccc(C2=NNC(c3cccnc3)=Nc3ccc(Br)cc32)cc1,1
[1*]C(=O)C(CC)C(N)=S,1
[15*]C1C(=O)Oc2cc(O)ccc2C1C,1
[5*]N1CCC2(CCC2)C1,1
[15*]C1CCC(O)(C2CCCC(S(C)(=O)=O)C2)CC1,1
[1*]C(=O)C(C(N)=NO)C(C)C,1
[16*]c1ccccc1C=c1sc2nncn2c1=O,1
[14*]c1nnc2sc(=Cc3ccccc3)c(=O)n12,1
[16*]c1ccccc1N=c1[nH]ccs1,1
[9*]n1ccsc1=Nc1ccccc1,1
[14*]c1csc(=Nc2ccccc2)[nH]1,1
[5*]N1CCS(=O)(=O)C2CCCCC21,1
[16*]c1cc(O)cc2ccccc12,1
[9*]n1nnn(C)c1=O,1
[15*]C1C(=O)C2=C(CC1C)NC(=O)CC2,1
[15*]C1CC(=O)NC2=C1C(=O)CC(C)C2,1
[7*]=Cc1ccc(C#N)cc1F,1
[7*]=Cc1ccc(C)c(Br)c1,1
[7*]=C1C(=O)OC2(CCCC2)OC1=O,1
[5*][NH+]1CCC2(CC1)N=C(c1ccc(C)c(C)c1)C(=O)N2,1
[8*]CC1=CC(=O)c2ccccc2C1=O,1
[9*]n1nnc2cc(F)ccc21,1
[4*]CC1=NC2SC(C)=CC2C(=O)N1,1
[14*]c1nc(C)cc(N(C)N=Cc2ccc(O)cc2)n1,1
[6*]C(=O)CCCCl,1
[14*]c1nnc2sc(=Cc3ccc(Cl)cc3)c(=O)n12,1
[10*]N1C(=O)C2N=NN(c3cc(C)ccc3C)C2C1=O,1
[6*]C(=O)N1CC2CCCCC2=N1,1
[7*]=C1CCCC2CN(C=O)N=C12,1
[13*]C1C2CCCCC2=NN1C=O,1
[14*]c1cc[nH+]n1C,1
[3*]OC=C1SC(=O)N=C1N1CCC(c2ccccc2)=N1,1
[13*]C1CC(c2ccccc2)=NN1C1=NC(=O)SC1=CO,1
[9*]n1cnc2c(oc3ncc4c(c32)CC(C)(C)OC4)c1=O,1
[14*]c1nc2oc3c(=O)[nH]cnc3c2c2c1COC(C)(C)C2,1
[14*]c1nnc2n1N=C(c1ccc(F)c(F)c1)C(C)S2,1
[16*]c1cncc(C#Cc2ccccc2)c1,1
[16*]c1ccc2nc(O)c(O)nc2c1,1
[1*]C(=O)NNc1ncccn1,1
[10*]N1CC(c2ccc(C)cc2)=C(O)C1=O,1
[13*]C1NC(=O)C(O)=C1c1ccc(C)cc1,1
[9*]n1c(S(C)(=O)=O)nc(C)c1C,1
[8*]CS(=O)(=O)c1nc(C)c(C)[nH]1,1
[4*]C(C)C(=O)N=c1[nH]nc2ccccn12,1
[16*]c1ccc2c(c1)N(C)C(=O)c1ccccc1O2,1
[1*]C(=O)CCCC(=O)NN1CCCCC1,1
[14*]c1n[nH]c(=O)nc1[O-],1
[9*]n1ncc([O-])nc1=O,1
[8*]CS(=O)(=O)O,1
[13*]C1Nc2ccccc2CO1,1
[16*]c1ccc(F)c2cccnc12,1
[15*]C1CCc2c(sc3ncncc23)C1,1
[14*]c1c2c(c(C#N)c3nc4ccccc4n13)CCCC2,1
[14*]c1nc(C)nc2c1CCNCC2,1
[5*]N1CCc2cnc(C)nc2CC1,1
[9*]n1c(=O)c2nn(C)cc2n2c(=O)[nH]nc12,1
[9*]n1nc2[nH]c(=O)c3nn(C)cc3n2c1=O,1
[13*]C1OCC([NH+]=C(C)C)C1O,1
[13*]C1OCC(O)C1[NH+]=C(C)C,1
[16*]c1ccc2nc(O)ccc2c1,1
[8*]CCS,1
[6*]C(=O)NN=Cc1cccc(O)c1O,1
[15*]C1CCC(C)[NH+](C)C1,1
[8*]C[NH+]1CCCCC1C,1
[7*]=C1Cc2cc3c(cc2C1=O)OCCO3,1
[7*]=Cc1nc2c(s1)CCC2,1
[1*]C(=O)C(C)S(=O)(=O)c1ncc[n-]1,1
[5*]NC1=C(C)NN(C)C1C,1
[8*]C(O)C(C[NH3+])C(C)C,1
[8*]C(C)C(=O)Nn1c(C)cc(C)cc1=O,1
[14*]c1n[nH]c(C)c1Cl,1
[4*]CCS(=O)CC=O,1
[14*]c1nc2n(n1)C(c1ccc(C)cc1)C=C(c1ccccc1)N2,1
[5*][NH+]1CCc2c([nH]c3ccccc23)C1c1c([O-])[nH]c(=O)[nH]c1=O,1
[9*]n1c([O-])c(C2[NH2+]CCc3c2[nH]c2ccccc32)c(=O)[nH]c1=O,1
[5*]N1C2CCC1c1cnc[nH+]c1C2,1
[14*]c1ncc2c([nH+]1)CC1CCC2N1,1
[14*]c1nc[nH+]c2c1C1CCC(C2)N1,1
[5*]N1CC[NH2+]C2(CCCC2)C1,1
[13*]C1C[NH2+]C2(CCCC2)CN1,1
[12*]S(=O)(=O)c1cc([N+](=O)[O-])c(N)cc1C,1
[8*]C(C)([NH3+])C(=O)[O-],1
[16*]c1ccc(S(=O)(=O)[O-])cc1,1
[9*]n1cnnc1S(=O)(=O)CCS(C)(=O)=O,1
[16*]c1ccc(C2CC(=O)Nc3cc4c(cc32)OCO4)cc1Cl,1
[16*]c1cccc2[nH]cnc12,1
[3*]OC(F)(F)Cl,1
[15*]C1COc2ccccc2C1[NH2+]C,1
[16*]c1ccc(C2CC(c3ccc(Cl)cc3)=Nc3ncnn32)cc1,1
[16*]c1ccccc1C1CC(c2ccc(Cl)cc2)=Nc2ncnn21,1
[16*]c1cccc(C2CC(c3ccc(Cl)cc3)=Nc3ncnn32)c1,1
[9*]n1nnc2c(=O)nc(C)[nH]c21,1
[9*]n1cc(C([O-])=NS(=O)(=O)CC=C)cn1,1
[16*]c1cscc1[O-],1
[14*]c1sccc1[O-],1
[14*]c1cc([O-])cs1,1
[14*]c1nc[nH]c(=O)c1[N+](=O)[O-],1
[1*]C(=O)C1=C(C)N=c2sc(=Cc3ccc4c(c3)n(C)c(=O)n4C)c(=O)n2C1c1ccccc1,1
[5*]N1CCC2(CCC(=O)N2)CC1,1
[15*]C1CC(=O)NC12CCNCC2,1
[16*]c1ccccc1C1SCC(=O)Nc2[nH]nc(O)c21,1
[9*]n1nc(O)c2c1NC(=O)CSC2c1ccccc1,1
[6*]C(=O)NNC(=O)C1=NN(C)C(=O)CC1,1
[4*]CC(CC)(CC)S(C)(=O)=O,1
[15*]C1(S(C)(=O)=O)CCCC1C,1
[5*]N1C2CCC1CC([NH3+])C2,1
[15*]C1(O)CCCNCC1,1
[15*]C1C(S(=O)CCC)CCCC1(C)C,1
[4*]CC(=O)NN=C1CCCC1,1
[15*]C1CCCC1=NNC(C)=O,1
[16*]c1ccnc([O-])c1C#N,1
[4*]C(N=O)C(N)=O,1
[4*]CC(C)(C=O)CCC,1
[6*]C(=O)NN=Cc1ccncc1,1
[4*]C(C)CC[NH3+],1
[16*]c1ccc(C2=CC[NH+](C)CC2)cc1,1
[5*]N1CCC(c2ccccc2Cl)n2ncnc21,1
[13*]C1CC(c2ccccc2Cl)n2ncnc2N1,1
[14*]c1nnc(NN=C(C)c2ccc(Br)cc2)n1N,1
[9*]n1c(=O)c2c(nc3n2CC(C)=NN3)n(C)c1=O,1
[7*]=C1SC(C)=NC1=O,1
[7*]=CC1=NC(=O)CS1,1
[7*]=C([O-])c1ccncc1,1
[14*]c1nnc(CCl)s1,1
[7*]=C(Cl)c1nncs1,1
[1*]C(=O)CC1c2ccccc2Oc2ccccc21,1
[14*]c1nnc2c(n1)OC(C)Nc1ccccc1-2,1
[7*]=C1C(=N)N2N=C(C3CCCCC3)SC2=NC1=O,1
[16*]c1c2n(c3ccc(C)cc13)CC[NH2+]C2C,1
[9*]n1cnc2c(F)cccc2c1=O,1
[1*]C(=O)C1=C(C)NC(S)=C(C#N)C1,1
[11*]SC1=C(C#N)CC(C=O)=C(C)N1,1
[15*]C1C(C#N)=C(S)NC(C)=C1C=O,1
[14*]c1nc2n(n1)C(c1ccccc1)CC(C)=N2,1
[14*]c1cn2nc3ccccc3c2nn1,1
[16*]c1ccc(C(C)=NNc2ncnc3ccccc23)c(O)c1,1
[14*]c1nc(NN=C(C)c2ccccc2O)c2ccccc2n1,1
[9*]n1nc(C)c2c(C)onc2c1=O,1
[14*]c1c[n+](C)cs1,1
[14*]c1scc[n+]1C,1
[8*]C[n+]1ccsc1,1
[14*]c1csc[n+]1C,1
[14*]c1nc2cc(S(=O)(=O)CC)ccc2o1,1
[4*]CCCC(=O)NN,1
[16*]c1cccc2c(Br)cccc12,1
[4*]CC(N)C(C)C,1
[1*]C(=O)C1=C(C)N=C2CCCC(=O)C2C1,1
[15*]C1CC(=O)C2CC(C=O)=C(C)N=C2C1,1
[15*]C1C(C=O)=C(C)N=C2CCCC(=O)C21,1
[16*]c1c(O)c2ccccc2[nH]c1=O,1
[9*]n1c(=O)cc(O)c2ccccc21,1
[10*]N1CC([NH3+])CCCC1=O,1
[13*]C1NC(=O)CCCC1[NH3+],1
[15*]C1C(C)Nc2ncnn2C1c1ccccc1Cl,1
[14*]c1nc(Cl)c(C=O)s1,1
[14*]c1c(C(N)=S)cnn1C,1
[14*]c1nc2cc3c(cc2cc1C#N)OCCO3,1
[3*]ON=C(N)c1ccc(C#N)cn1,1
[12*]S(=O)(=O)c1cccc2cc(C)cnc12,1
[16*]c1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O,1
[13*]C1CC(c2ccc(C)cc2)=NO1,1
[5*]N1CC2NC(=O)COC2C1,1
[10*]N1C(=O)COC2CNCC21,1
[4*]CCC1=c2cc(Cl)ccc2=[NH+]C1C,1
[8*]CCC1=c2ccccc2=[NH+]C1C,1
[10*]N1C(=O)OC(C)(C)C1(C)O,1
[16*]c1ccc(C2=NNC(=Nc3cc(C)ccc3F)SC2)cc1,1
[16*]c1cccc(C2=NNC(=Nc3cc(C)ccc3F)SC2)c1,1
[14*]c1ccn2nc(C)cc2n1,1
[16*]c1cccc(C=NNC=O)c1[N+](=O)[O-],1
[16*]c1ccc(C=NNC=O)c([N+](=O)[O-])c1,1
[6*]C(=O)NN=Cc1ccccc1[N+](=O)[O-],1
[16*]c1ccc(C(C)=NNC(=O)CCCC)cc1,1
[9*]n1cnnc1Cl,1
[14*]c1nnc(Cl)[nH]1,1
[4*]CCC(=O)N=C1NC2CS(=O)(=O)CC2S1,1
[15*]C1CCCCC(=O)C1,1
[16*]c1ccnc2c(C)c(C)ccc12,1
[13*]C1CC(=O)N(C)C(=Nc2cccc(F)c2)S1,1
[16*]c1cn2c3c(cccc3c1=O)CC2C,1
[13*]C1CCNO1,1
[13*]C1CCON1,1
[7*]=C1C(=O)NN=C1C(F)(F)F,1
[10*]N1N=C(C(F)(F)F)CC1=O,1
[16*]c1ccc(C2=NN(CC#N)CC2)cc1,1
[8*]C(C#N)N1CCC(c2ccccc2)=N1,1
[13*]C1CC(c2ccccc2)=NN1CC#N,1
[9*]n1[nH]c2[nH]c(C)c(Cl)c(=O)c2c1=O,1
[14*]c1nc2ncc(Br)cn2n1,1
[16*]c1cc(=O)n(C)c2ccccc12,1
[16*]c1ccc2c(c1)CC[NH2+]C2c1cccc2ccccc12,1
[16*]c1ccc2c(c1)C(c1cccc3ccccc13)[NH2+]CC2,1
[16*]c1ccc(C2[NH2+]CCc3ccccc32)c2ccccc12,1
[6*]C(=O)N=c1[nH]c2cc(C)cc(C)c2s1,1
[9*]n1c(=NC=O)sc2c(C)cc(C)cc21,1
[14*]c1cc2c(s1)COC(C)(C)C2,1
[16*]c1csc2c1CC(C)(C)OC2,1
[16*]c1cc(Cl)ccc1C1CCCc2cccnc21,1
[13*]C1SC(N2CCC(C)CC2)=NC1=O,1
[5*]N1CCC2(CC1)NCCc1[nH]c[nH+]c12,1
[15*]C1CC(c2ccc(Br)cc2)=NNC1=O,1
[4*]C(C)C(=O)NN=C(C)c1ccc([N+](=O)[O-])cc1,1
[9*]n1c(N)nc2cc(C)cnc21,1
[16*]c1ccc2c(c1)N(C)C(=O)C(C)(C)O2,1
[8*]CN1C(=O)C(C)(C)Oc2ccccc21,1
[16*]c1ccc2c(c1)[nH]c(=S)n1c3ccccc3nc21,1
[14*]c1sc2nc3c(cc2c1N)CN(C)CC3,1
[14*]c1cnc2cc(Cl)ccc2n1,1
[14*]c1cnc2ccc(Cl)cc2n1,1
[14*]c1cc2[nH]c(C)c(C)c(=O)n2n1,1
[15*]C1(O)CCS(=O)(=O)C1,1
[5*]NC([O-])=CS,1
[11*]SC=C(N)[O-],1
[14*]c1nc2ncccc2n2cccc12,1
[16*]c1ccc2nc3c(cc2c1)CNC(=O)CO3,1
[10*]N1Cc2cc3ccccc3nc2OCC1=O,1
[16*]c1ccc2cncn2c1,1
[3*]ON=Cc1ccc(Cl)cc1,1
[14*]c1cc(N)c2ccccc2[nH+]1,1
[14*]c1cc(=O)c2cccc(F)c2[nH]1,1
[16*]c1cc(C2C3=C(CC(C)(C)CC3=O)Nc3nc(N)nn32)ccc1O,1
[16*]c1ccc(Br)c(C=N[N-]S(=O)(=O)c2ccc(Cl)cc2)c1,1
[14*]c1nc2c([nH]1)CC[NH2+]C2,1
[16*]c1ccc(C2=NOCC2)cc1Cl,1
[16*]c1ccc(Cl)cc1C1=NOCC1,1
[13*]C1CC(c2cccc(Cl)c2)=NO1,1
[4*]CC1CCN(C)c2ccccc21,1
[16*]c1ccc2c(c1)C1(CCC2)CC1,1
[7*]=CC(=O)Nn1cnc2sc(C)c(C)c2c1=O,1
[7*]=C(C#N)c1nc2ccccc2c(=O)[nH]1,1
[7*]=Cc1cc(Cl)ccc1Cl,1
[14*]c1nnc2cc(C)nn2c1C,1
[16*]c1c(C)nn2c(C)cnnc12,1
[16*]c1c2c([nH+]c3ccccc13)CCCC2,1
[5*]NC(N)=[NH+]CC(C)C,1
[8*]CC(C)C[NH+]=C(N)N,1
[4*]CCC([O-])=NS(=O)(=O)c1ccccc1Cl,1
[4*]CC(C)(C)C(C)O,1
[16*]c1c([O-])cc(=O)[nH]c1C,1
[6*]C(=O)NN=CC1C(C)NN(c2ccccc2)C1Cl,1
[16*]c1cnc2[nH]c(=O)[nH]c(=O)c2c1,1
[5*]NC1=[NH+]C2(CCCC(C)C2)CS1,1
[4*]CC[N+](=O)[O-],1
[8*]CCN=CC1C(=O)N=C(S)NC1=O,1
[1*]C(=O)CC(F)F,1
[4*]C(C=O)C(F)F,1
[8*]C(F)(F)CC=O,1
[1*]C(=O)CC(=O)[O-],1
[7*]=C(C#N)c1nc([O-])c2c(C)c(C)sc2n1,1
[9*]n1ccc2ccc(N)cc21,1
[8*]CSC,1
[16*]c1c2c(nc3onc(C)c13)CCC2,1
[5*][NH+]1CC2(CCCCC2)C1,1
[10*]N1C(=O)c2[nH]nc(C)c2C1c1cccc([N+](=O)[O-])c1,1
[9*]n1nc2c3sccc3ncn2c1=O,1
[16*]c1csc2c1ncn1c(=O)[nH]nc21,1
[7*]=C1CCC(=O)CC1,1
[9*]n1ncc2c(Br)cccc21,1
[5*][NH+]1CCc2n[nH]cc2C1,1
[14*]c1[nH]nc2c1C[NH2+]CC2,1
[16*]c1cnc(N)c(Br)c1,1
[4*]CC(C[NH3+])CC(C)C,1
[5*]N1CCc2c(Br)cccc2C1,1
[16*]c1c(C)nc2ccc(C)cn2c1=O,1
[15*]C1CC(=O)C2=C(C1)Nc1ncnn1C2c1ccco1,1
[10*]N1C(=O)C(CC(=O)[O-])n2c(nc3ccccc32)C1C,1
[16*]c1cnc(C)c(C#N)c1,1
[16*]c1ccnc(C)c1C#N,1
[5*]NC=C(C#N)c1nccs1,1
[14*]c1csc(C(C#N)=CN)n1,1
[14*]c1scc2c1c(=O)oc1ccccc12,1
[9*]n1ccc(=O)c([N+](=O)[O-])c1,1
[16*]c1ccc2c(c1)C(N)CCCO2,1
[16*]c1csc2ncccc2c1=O,1
[16*]c1c[nH]c2c(NN)nc(Cl)nc12,1
[7*]=C1C(=N)N2N=C(C(C)C)SC2=NC1=O,1
[16*]c1ccc([N+](=O)[O-])cc1S(=O)(=O)[O-],1
[4*]CC(=O)NN=C(c1ccccc1)c1ccccc1,1
[14*]c1nc2c(c(=O)[nH]1)CCCN2,1
[7*]=C1C(=O)OC(C)OC1=O,1
[13*]C1(C)OC(=O)CC(=O)O1,1
[1*]C(=O)C(=O)NN=Cc1cccs1,1
[8*]CC(=O)NN=C1CC[NH+](C)CC1,1
[6*]C(=O)C1CCOc2ccccc21,1
[16*]c1cc(C)cc([N+](=O)[O-])c1,1
[14*]c1nc2cc(C)nn2c2ccccc12,1
[14*]c1cc(=O)n2ncc(C)c2[nH]1,1
[14*]c1nn2c(=O)cc[nH]c2c1C,1
[5*]N1CNC2C(=O)N=CN=C21,1
[13*]C1NC2=NC=NC(=O)C2N1,1
[10*]N1NCOC1=O,1
[13*]C1NNC(=O)O1,1
[8*]CC(C)C(=O)NNC=O,1
[8*]C([NH3+])CCS(C)(=O)=O,1
[1*]C(=O)CC(CC)(CC)C(=O)[O-],1
[16*]c1cccc2c1OCCC2NC1CCCn2nc(C)nc21,1
[16*]c1ccc(C)cc1C=NN=C1NC(=O)CS1,1
[13*]C1SC(=NN=Cc2cccc(C)c2)NC1=O,1
[16*]c1ccccc1C=NN(C)C1=[NH+]CCCCN1,1
[14*]c1cc(C)cc(C)[nH+]1,1
[16*]c1c[nH+]c(C)cc1C,1
[14*]c1sc2c(cnc3ccccc32)c1[O-],1
[16*]c1ccc2ncc3c([O-])csc3c2c1,1
[4*]C(C)C1=NC(=O)C2=C(C)C(C)SC2=N1,1
[5*]N1CC=NC1,1
[13*]C1N=CCN1,1
[5*]N1CC(O)[N+]2=C1CCCCC2,1
[13*]C1(O)CNC2=[N+]1CCCCC2,1
[16*]c1cc(N)cc(Br)c1,1
[14*]c1nc(C)cc(NN=Cc2ccc(O)cc2O)n1,1
[5*]N1CCc2ccccc2C1C1=C(O)CCCC1=O,1
[16*]c1ccc2c(c1)CCNC2C1=C(O)CCCC1=O,1
[16*]c1ccc2c(c1)C(C1=C(O)CCCC1=O)NCC2,1
[15*]C1C[N+](C2CCCCC2)=CCC1=O,1
[15*]C1C=[N+](C2CCCCC2)CCC1=O,1
[16*]c1c[nH]c2cc(F)c(F)cc2c1=O,1
[9*]n1ccc(=O)c2cc(F)c(F)cc21,1
[16*]c1ccc(C#CCCO)cc1F,1
[16*]c1ccncc1C#CC[NH3+],1
[16*]c1ccc(NNS(=O)(=O)c2ccc3c(c2)OCCO3)nc1,1
[12*]S(=O)(=O)c1ccc2ncccc2c1,1
[12*]S(=O)(=O)C1CC(C(N)=O)=[N+](C)C1,1
[16*]c1cc2c(c3oc(=O)cc(C)c13)CCC(C)(C)O2,1
[16*]c1c(C)c2ccc3c(c2oc1=O)CCC(C)(C)O3,1
[8*]CC(=O)N=c1[nH]c2ccccc2[nH]1,1
[4*]C(C)C(=O)NN=Cc1cc(Br)ccc1O,1
[5*]N1CC=C2C(CC(C#N)C(=N)C2(C#N)C#N)C1,1
[15*]C1C(C#N)C(=N)C(C#N)(C#N)C2=CCNCC21,1
[8*]C(C)C(=O)NNc1cccnn1,1
[16*]c1ccccc1C1C(C#N)=C(N)Oc2cc(C)[nH]c(=O)c21,1
[5*]N1CCOC12CCC(C)CC2,1
[16*]c1c(C)nc2nnc(N=C([O-])C(F)(F)F)n2c1[O-],1
[8*]C([NH3+])C(C)O,1
[8*]CCCS,1
[16*]c1cnc(NN)c(Cl)c1,1
[14*]c1nnc(C)c2c(C)[nH]nc12,1
[9*]n1nc2cnnc(C)c2c1C,1
[16*]c1ccccc1C1=C2C=CC(=O)C(Br)=C2OC2C(Br)=C(O)C=CC12,1
[14*]c1ccc(NNC(=O)C2CCCc3ccccc32)nn1,1
[14*]c1nc2sc3c(c2c2nncn12)CCC3,1
[16*]c1cc2c(C)n[nH]c2[nH]c1=O,1
[9*]n1nc(C)c2ccc(=O)[nH]c21,1
[13*]C1C2C(=NN1C(C)=O)C1CCN2CC1,1
[5*][NH2+]C1c2cc(C)ccc2SC(C)C1C,1
[8*]C(C)C(C)C=O,1
[16*]c1c(C)[nH]c2cc(C)c(O)cc12,1
[9*]n1c(C)cc2cc(O)c(C)cc21,1
[16*]c1cc2c(=O)n3cccc(C)c3nc2[n+](C)c1N,1
[8*]C[n+]1c(N)ccc2c(=O)n3cccc(C)c3nc21,1
[6*]C(=O)NN=C(C)C1CC1,1
[16*]c1ccc([SH](=O)=O)cc1N,1
[16*]c1cc(O)ccc1Cl,1
[16*]c1cccc(C=Nn2c(=S)[nH]nc(C)c2=O)c1,1
[16*]c1ccccc1C=Nn1c(=S)[nH]nc(C)c1=O,1
[6*]C(=O)N=c1sc2cccc(C)c2n1C,1
[8*]CS(=O)(=O)c1nc2cc([N+](=O)[O-])ccc2[n-]1,1
[4*]CC(=O)NN=Cc1ccco1,1
[14*]c1nc[nH+]c2c1CC[NH2+]CC2,1
[14*]c1ncc2c([nH+]1)CC[NH2+]CC2,1
[14*]c1ocnc1S(=O)(=O)c1ccc(Cl)cc1,1
[14*]c1nc(S(=O)(=O)c2ccc(Cl)cc2)co1,1
[4*]CCC([O-])=NS(C)(=O)=O,1
[14*]c1cc(=O)cn[nH]1,1
[9*]n1ncc2c1CC(C)(C)CC2NS(=O)(=O)N1CCCC1,1
[16*]c1ccc2c(c1)OCC(C)(C)C(=O)N2,1
[13*]C1(C)Cn2cccc2C(=O)N1,1
[10*]N1C(=O)c2cccn2CC1C,1
[14*]c1ccc2n1CC(C)NC2=O,1
[14*]c1n[nH]c2cc(C)[nH]c(=O)c12,1
[9*]n1ncc2c(=O)[nH]c(C)cc21,1
[14*]c1nc2cc(Br)ccc2n2cccc12,1
[16*]c1ccc(C(C)=NNC(=O)C2c3ccccc3Oc3ccccc32)cc1,1
[15*]C1C(C#N)=C(N)n2c(sc(=O)c2=Cc2c(F)cccc2Cl)=C1C#N,1
[10*]N1C(=O)C2C(C)NC3(C(=O)c4ccccc4C3=O)C2C1=O,1
[15*]C1CC(C)CCC1C#N,1
[15*]C1CCCCCC1Br,1
[1*]C(=O)Cc1ccc(F)cc1,1
[7*]=C(C=O)c1ccc(F)cc1,1
[6*]C(=O)n1ccn(S(=O)(=O)c2ccc(C)cc2)c1=O,1
[13*]C1(C)CNC(C)C[NH2+]1,1
[13*]C1(C)C[NH2+]C(C)CN1,1
[14*]c1nc2c(c(=O)[nH]1)C(c1ccc(Cl)cc1)C(C#N)C(=O)N2,1
[16*]c1cc(C)nc2c1c([O-])nn2C,1
[5*][NH2+]C1CCOc2c(F)cc(Br)cc21,1
[5*]N1c2cc[nH+]cc2NCCC1C,1
[16*]c1cc(C2NC(=O)c3oc4ccc(C)cc4c(=O)c32)ccc1O,1
[10*]N1C(=O)c2oc3ccc(C)cc3c(=O)c2C1c1ccc(O)cc1,1
[5*]N1CC2CCc3c(nc[nH]c3=O)C2C1,1
[14*]c1nc2c(c(=O)[nH]1)CCC1CNCC21,1
[8*]C(CO)(CO)CC(C)CC,1
[14*]c1cc(=O)n2cccc(O)c2n1,1
[15*]C1C(=O)C(C)(C)OC1(C)C,1
[8*]CN1CCc2sccc2C1,1
[5*][NH+]1CCc2c([nH]cnc2=O)C1,1
[14*]c1nc(=O)c2c([nH]1)C[NH2+]CC2,1
[16*]c1ccc2[nH]c(C)cc(=O)c2c1,1
[1*]C(=O)C(C)S(=O)c1ccc(C)cn1,1
[9*]n1nnc2c([O-])ncnc21,1
[14*]c1nc([O-])c2nn[nH]c2n1,1
[9*]n1c(=O)nc(N)c2c3c(sc21)CCC3,1
[5*]NC1=C(C#N)C(c2ccccc2)c2c(C)n[nH]c2O1,1
[7*]=Cc1ccc([O-])c([N+](=O)[O-])c1,1
[4*]C(C)C(=O)NN=Cc1c[nH]c2ccccc12,1
[4*]C(CCC(N)=O)C(=O)[O-],1
[4*]C(C)C(=O)N=C1NC2CS(=O)(=O)CC2S1,1
[5*][NH+]1CCN(CC)CC1,1
[7*]=C(C)N1CC[NH2+]CC1,1
[14*]c1nc2n(n1)C(c1cccc(Cl)c1)C1=C(CC(C)CC1=O)N2,1
[13*]C12CCCC1c1cc(O)ccc1O2,1
[16*]c1ccc(Cl)c(C([O-])=NS(=O)(=O)CCCF)c1,1
[8*]CN1C(=O)Cc2ccccc21,1
[1*]C(=O)CS(=O)c1ccc(C)cn1,1
[16*]c1ccc(C2=NN3C(NNC3C3C=C(c4ccccc4)N=N3)S2)cc1,1
[5*]N1c2cc(C)nn2C(C(F)(F)F)CC1C,1
[6*]C(=O)NNC(=S)NC,1
[13*]C1C=CC=N1,1
[9*]n1nc(S(=O)(=O)c2cccc(F)c2)ccc1=O,1
[4*]CC(=O)NN=Cc1c(O)ccc2ccccc12,1
[15*]C1C2c3ccccc3OC1(C)N=c1sc(=Cc3cn(C)nc3C)c(=O)n12,1
[7*]=C1C(=N)N2C(SC)=NSC2=NC1=O,1
[16*]c1cc(Br)c2c(c1)C(O)CC(C)(C)CC2,1
[1*]C(=O)C(=C)C(F)(F)F,1
[14*]c1cc(=O)cc(C)[nH]1,1
[8*]CC(C)C(Cl)CC,1
[16*]c1c(O)ccc2c(=O)ccoc12,1
[16*]c1coc2cc(O)ccc2c1=O,1
[9*]n1[nH]c(=O)c2c1N=C(O)CC2c1ccc(S(C)(=O)=O)cc1,1
[14*]c1cc2cc3ccc(Cl)cc3nc2o1,1
[4*]C(C)C#C,1
[16*]c1ccc(C=NNC=O)cc1O,1
[16*]c1cnc(=O)[nH]c1,1
[5*][NH+]1CCC(N)C1,1
[5*]NC1=NC2CCCCCC2S1,1
[12*]S(=O)(=O)c1ccc2ocnc2c1,1
[14*]c1nc2cc([SH](=O)=O)ccc2o1,1
[12*]S(=O)(=O)c1cc(Cl)c(Cl)cc1Br,1
[16*]c1cc[n+](CCCN=C=S)cc1,1
[5*]N1CCC2(CC1)CC1(CO2)NC(=O)c2ccccc2N1,1
[16*]c1cccc(C2=NC(=O)C3=C(C)C(C)SC3=N2)c1,1
[15*]C12CC1C(=O)NC2=O,1
[16*]c1ccc(S(=O)C(F)(F)F)cc1,1
[5*]N1CCC2(CC1)C(=O)NCC[NH+]2C,1
[8*]C(C#N)C(=O)C(C)C,1
[8*]CC(C)C(=O)CC#N,1
[1*]C(=O)C1=c2c(=Cc3cccnc3)c(N)cn2C(=O)CS1,1
[14*]c1c(N)c(=Cc2cccnc2)c2n1C(=O)CSC=2C=O,1
[13*]C1SC(C=O)=c2c(=Cc3cccnc3)c(N)cn2C1=O,1
[7*]=CC1=Cc2cc(Cl)cc(Cl)c2OC1,1
[16*]c1cc([N+](=O)[O-])c(Cl)cc1C,1
